StationId,StationName,SensorId,ParameterName
612,"Borsukowizna, Szkółka Leśna",19657,pył zawieszony PM10
612,"Borsukowizna, Szkółka Leśna",19696,pył zawieszony PM2.5
618,"Łomża, ul. Sikorskiego",4075,dwutlenek azotu
618,"Łomża, ul. Sikorskiego",4079,pył zawieszony PM10
618,"Łomża, ul. Sikorskiego",4082,dwutlenek siarki
618,"Łomża, ul. Sikorskiego",29391,benzen
9994,"Grajewo, ul. Wojska Polskiego",16220,pył zawieszony PM2.5
9994,"Grajewo, ul. Wojska Polskiego",16128,dwutlenek azotu
9994,"Grajewo, ul. Wojska Polskiego",16130,pył zawieszony PM10
11154,"Suwałki, ul. Pułaskiego 26",19697,pył zawieszony PM2.5
11916,"Augustów, Uzdrowisko",21345,dwutlenek azotu
11916,"Augustów, Uzdrowisko",21348,tlenek węgla
11916,"Augustów, Uzdrowisko",21349,ozon
11916,"Augustów, Uzdrowisko",21323,pył zawieszony PM10
11916,"Augustów, Uzdrowisko",21324,pył zawieszony PM2.5
731,"Gdańsk, ul. Wyzwolenia",4703,dwutlenek azotu
731,"Gdańsk, ul. Wyzwolenia",4706,pył zawieszony PM10
731,"Gdańsk, ul. Wyzwolenia",4707,dwutlenek siarki
731,"Gdańsk, ul. Wyzwolenia",27667,pył zawieszony PM2.5
732,"Gdynia, ul. Porębskiego",4712,dwutlenek azotu
732,"Gdynia, ul. Porębskiego",4714,ozon
732,"Gdynia, ul. Porębskiego",4715,pył zawieszony PM10
732,"Gdynia, ul. Porębskiego",4717,dwutlenek siarki
732,"Gdynia, ul. Porębskiego",27567,pył zawieszony PM2.5
736,"Gdańsk, ul. Leczkowa",4755,tlenek węgla
736,"Gdańsk, ul. Leczkowa",4758,dwutlenek azotu
736,"Gdańsk, ul. Leczkowa",4760,ozon
736,"Gdańsk, ul. Leczkowa",4761,pył zawieszony PM10
736,"Gdańsk, ul. Leczkowa",4762,pył zawieszony PM2.5
736,"Gdańsk, ul. Leczkowa",4764,dwutlenek siarki
736,"Gdańsk, ul. Leczkowa",28378,benzen
16242,"Sopot, ul. Bitwy Pod Płowcami",26212,dwutlenek azotu
16242,"Sopot, ul. Bitwy Pod Płowcami",26219,pył zawieszony PM10
16242,"Sopot, ul. Bitwy Pod Płowcami",26221,pył zawieszony PM2.5
725,"Słupsk, ul. Kniaziewicza",4629,benzen
725,"Słupsk, ul. Kniaziewicza",16071,pył zawieszony PM10
740,"Kościerzyna, ul. Targowa",4817,pył zawieszony PM10
740,"Kościerzyna, ul. Targowa",4819,pył zawieszony PM2.5
740,"Kościerzyna, ul. Targowa",16057,benzen
741,"Malbork, ul. Mickiewicza",4834,tlenek węgla
741,"Malbork, ul. Mickiewicza",4840,dwutlenek azotu
741,"Malbork, ul. Mickiewicza",4842,ozon
741,"Malbork, ul. Mickiewicza",4845,pył zawieszony PM10
741,"Malbork, ul. Mickiewicza",4848,dwutlenek siarki
742,"Lębork, ul. Malczewskiego",4866,dwutlenek azotu
742,"Lębork, ul. Malczewskiego",4868,ozon
742,"Lębork, ul. Malczewskiego",16070,pył zawieszony PM10
742,"Lębork, ul. Malczewskiego",25925,pył zawieszony PM2.5
743,Liniewko Kościerskie,4891,dwutlenek azotu
743,Liniewko Kościerskie,4893,ozon
743,Liniewko Kościerskie,4898,dwutlenek siarki
750,"Łeba, IMGW",4959,ozon
437,"Skawina, os. Ogrody",3020,dwutlenek azotu
437,"Skawina, os. Ogrody",3023,pył zawieszony PM10
437,"Skawina, os. Ogrody",3026,dwutlenek siarki
437,"Skawina, os. Ogrody",27908,benzen
443,Szymbark,3055,dwutlenek azotu
443,Szymbark,3057,ozon
443,Szymbark,3058,dwutlenek siarki
443,Szymbark,21453,pył zawieszony PM10
449,"Trzebinia, os. Związku Walki Młodych",3116,tlenek węgla
449,"Trzebinia, os. Związku Walki Młodych",3123,pył zawieszony PM10
449,"Trzebinia, os. Związku Walki Młodych",3127,dwutlenek siarki
449,"Trzebinia, os. Związku Walki Młodych",16707,benzen
455,"Niepołomice, ul. 3 Maja",27326,pył zawieszony PM10
459,"Zakopane, ul. Sienkiewicza",3191,dwutlenek azotu
459,"Zakopane, ul. Sienkiewicza",3193,ozon
459,"Zakopane, ul. Sienkiewicza",3195,pył zawieszony PM10
9179,"Szarów, ul. Spokojna",14804,dwutlenek azotu
9179,"Szarów, ul. Spokojna",14826,ozon
10119,Kaszów,16486,dwutlenek azotu
10119,Kaszów,16488,ozon
10124,"Sucha Beskidzka, ul. Nieszczyńskiej",16498,pył zawieszony PM10
10446,"Rabka-Zdrój, ul. Orkana",21489,pył zawieszony PM10
10814,"Oświęcim, ul. J. Bema",21203,benzen
10814,"Oświęcim, ul. J. Bema",21249,pył zawieszony PM10
11301,"Olkusz, ul. Cegielniana",21183,pył zawieszony PM10
11434,"Zabierzów, ul. Wapienna",21571,pył zawieszony PM10
16753,Myślenice,27646,pył zawieszony PM10
16894,"Nowy Targ, al. Tysiąclecia ",27834,dwutlenek siarki
16894,"Nowy Targ, al. Tysiąclecia ",27835,pył zawieszony PM10
17118,"Wysowa-Zdrój, Park Zdrojowy",28426,pył zawieszony PM10
17138,"Muszyna, Lodowisko",28432,pył zawieszony PM10
530,"Warszawa, al. Niepodległości",3575,benzen
530,"Warszawa, al. Niepodległości",3576,tlenek węgla
530,"Warszawa, al. Niepodległości",3580,dwutlenek azotu
530,"Warszawa, al. Niepodległości",3584,pył zawieszony PM10
530,"Warszawa, al. Niepodległości",3585,pył zawieszony PM2.5
550,"Warszawa, ul. Wokalna",3725,dwutlenek azotu
550,"Warszawa, ul. Wokalna",3727,ozon
550,"Warszawa, ul. Wokalna",3730,pył zawieszony PM10
550,"Warszawa, ul. Wokalna",3731,pył zawieszony PM2.5
552,"Warszawa, ul. Kondratowicza",3760,dwutlenek azotu
552,"Warszawa, ul. Kondratowicza",3762,ozon
552,"Warszawa, ul. Kondratowicza",3764,pył zawieszony PM10
552,"Warszawa, ul. Kondratowicza",14688,pył zawieszony PM2.5
10955,"Warszawa, ul. Chrościckiego",18200,pył zawieszony PM10
10955,"Warszawa, ul. Chrościckiego",18201,pył zawieszony PM2.5
10955,"Warszawa, ul. Chrościckiego",20408,dwutlenek azotu
10955,"Warszawa, ul. Chrościckiego",20410,ozon
10955,"Warszawa, ul. Chrościckiego",20411,dwutlenek siarki
10956,"Warszawa, ul. Bajkowa",18198,pył zawieszony PM2.5
10956,"Warszawa, ul. Bajkowa",18199,pył zawieszony PM10
16533,"Warszawa, IMiGW",27047,ozon
497,"Płock, ul. Królowej Jadwigi",3407,benzen
497,"Płock, ul. Królowej Jadwigi",3418,dwutlenek siarki
501,"Płock, ul. Reja",3419,benzen
501,"Płock, ul. Reja",3420,tlenek węgla
501,"Płock, ul. Reja",3425,dwutlenek azotu
501,"Płock, ul. Reja",3429,pył zawieszony PM10
501,"Płock, ul. Reja",3434,dwutlenek siarki
501,"Płock, ul. Reja",16765,ozon
501,"Płock, ul. Reja",14376,pył zawieszony PM2.5
515,"Radom, ul. Tochtermana",3486,benzen
515,"Radom, ul. Tochtermana",3487,tlenek węgla
515,"Radom, ul. Tochtermana",3492,dwutlenek azotu
515,"Radom, ul. Tochtermana",3494,ozon
515,"Radom, ul. Tochtermana",3497,pył zawieszony PM10
515,"Radom, ul. Tochtermana",3502,dwutlenek siarki
515,"Radom, ul. Tochtermana",14377,pył zawieszony PM2.5
460,"Belsk Duży, IGF PAN",3199,tlenek węgla
460,"Belsk Duży, IGF PAN",3201,dwutlenek azotu
460,"Belsk Duży, IGF PAN",3203,ozon
460,"Belsk Duży, IGF PAN",3204,pył zawieszony PM10
460,"Belsk Duży, IGF PAN",3205,dwutlenek siarki
471,"Legionowo, ul. Zegrzyńska",3257,dwutlenek azotu
471,"Legionowo, ul. Zegrzyńska",3259,ozon
471,"Legionowo, ul. Zegrzyńska",20461,pył zawieszony PM10
471,"Legionowo, ul. Zegrzyńska",14378,pył zawieszony PM2.5
485,"Otwock, ul. Brzozowa",17225,pył zawieszony PM10
485,"Otwock, ul. Brzozowa",16044,pył zawieszony PM2.5
485,"Otwock, ul. Brzozowa",16045,benzen
485,"Otwock, ul. Brzozowa",16046,tlenek węgla
485,"Otwock, ul. Brzozowa",16048,dwutlenek azotu
485,"Otwock, ul. Brzozowa",16050,ozon
485,"Otwock, ul. Brzozowa",16051,dwutlenek siarki
488,"Piastów, ul. Pułaskiego",3339,dwutlenek azotu
488,"Piastów, ul. Pułaskiego",20462,pył zawieszony PM10
488,"Piastów, ul. Pułaskiego",14779,pył zawieszony PM2.5
488,"Piastów, ul. Pułaskiego",14352,ozon
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",21167,dwutlenek azotu
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",15820,benzen
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",28894,tlenek węgla
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",28895,dwutlenek siarki
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",25983,pył zawieszony PM10
9798,"Nakło nad Notecią, ul. Św. Wawrzyńca",25984,pył zawieszony PM2.5
12038,"Świecie, al. Jana Pawła II",21504,dwutlenek azotu
12038,"Świecie, al. Jana Pawła II",21509,pył zawieszony PM10
12038,"Świecie, al. Jana Pawła II",21510,pył zawieszony PM2.5
266,"Lublin, ul. Obywatelska",1888,tlenek węgla
266,"Lublin, ul. Obywatelska",1895,dwutlenek azotu
266,"Lublin, ul. Obywatelska",1897,ozon
266,"Lublin, ul. Obywatelska",1900,pył zawieszony PM10
266,"Lublin, ul. Obywatelska",1902,dwutlenek siarki
266,"Lublin, ul. Obywatelska",1885,benzen
266,"Lublin, ul. Obywatelska",16472,pył zawieszony PM2.5
236,"Biała Podlaska, ul. Orzechowa",1676,ozon
236,"Biała Podlaska, ul. Orzechowa",20419,pył zawieszony PM10
236,"Biała Podlaska, ul. Orzechowa",15727,dwutlenek azotu
236,"Biała Podlaska, ul. Orzechowa",18009,benzen
236,"Biała Podlaska, ul. Orzechowa",14348,dwutlenek siarki
248,"Jarczew, IMGW",1741,ozon
275,"Radzyń Podlaski, ul. Sitkowskiego",27126,pył zawieszony PM10
282,Wilczopole,1983,ozon
285,"Zamość, ul. Hrubieszowska",2001,dwutlenek azotu
285,"Zamość, ul. Hrubieszowska",2008,dwutlenek siarki
285,"Zamość, ul. Hrubieszowska",16744,pył zawieszony PM10
285,"Zamość, ul. Hrubieszowska",26316,pył zawieszony PM2.5
285,"Zamość, ul. Hrubieszowska",28592,tlenek węgla
10874,"Florianka, RPN",18039,dwutlenek azotu
10874,"Florianka, RPN",18041,dwutlenek siarki
10874,"Florianka, RPN",18042,ozon
11360,"Chełm, ul. Połaniecka",20426,pył zawieszony PM10
12100,"Łuków, Bulwar 100-lecia Odzyskania Niepodległości ",21787,pył zawieszony PM10
12100,"Łuków, Bulwar 100-lecia Odzyskania Niepodległości ",21791,pył zawieszony PM2.5
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2410,benzen
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2411,tlenek węgla
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2416,dwutlenek azotu
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2418,ozon
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2421,pył zawieszony PM10
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,2425,dwutlenek siarki
361,Gorzów Wlkp. ul. Kosynierów Gdyńskich,26165,pył zawieszony PM2.5
387,Zielona Góra ul. Krótka,2647,benzen
387,Zielona Góra ul. Krótka,2649,tlenek węgla
387,Zielona Góra ul. Krótka,2657,dwutlenek azotu
387,Zielona Góra ul. Krótka,2659,ozon
387,Zielona Góra ul. Krótka,2664,pył zawieszony PM2.5
387,Zielona Góra ul. Krótka,2668,dwutlenek siarki
387,Zielona Góra ul. Krótka,14428,pył zawieszony PM10
11294,"Zielona Góra,ul.Wyszyńskiego",20232,pył zawieszony PM10
374,Smolary Bytnickie,2504,dwutlenek azotu
374,Smolary Bytnickie,2506,ozon
374,Smolary Bytnickie,2510,dwutlenek siarki
376,Sulęcin ul. Dudka,2523,dwutlenek azotu
376,Sulęcin ul. Dudka,2525,ozon
376,Sulęcin ul. Dudka,2528,pył zawieszony PM10
379,Wschowa ul. Kazimierza Wielkiego,2559,dwutlenek azotu
379,Wschowa ul. Kazimierza Wielkiego,2563,pył zawieszony PM10
379,Wschowa ul. Kazimierza Wielkiego,2566,dwutlenek siarki
379,Wschowa ul. Kazimierza Wielkiego,19721,pył zawieszony PM2.5
379,Wschowa ul. Kazimierza Wielkiego,14633,ozon
382,"Żary, ul. Szymanowskiego ",2589,tlenek węgla
382,"Żary, ul. Szymanowskiego ",2594,dwutlenek azotu
382,"Żary, ul. Szymanowskiego ",2596,ozon
382,"Żary, ul. Szymanowskiego ",2601,dwutlenek siarki
382,"Żary, ul. Szymanowskiego ",14619,benzen
382,"Żary, ul. Szymanowskiego ",14618,pył zawieszony PM10
382,"Żary, ul. Szymanowskiego ",20221,pył zawieszony PM2.5
11576,"Bydgoszcz, ul. Jeździecka",20780,dwutlenek azotu
11576,"Bydgoszcz, ul. Jeździecka",20786,ozon
145,"Toruń, ul. Wały gen. Sikorskiego",853,pył zawieszony PM10
206,"Toruń, ul. Dziewulskiego",1401,dwutlenek azotu
206,"Toruń, ul. Dziewulskiego",1403,ozon
206,"Toruń, ul. Dziewulskiego",1405,pył zawieszony PM10
206,"Toruń, ul. Dziewulskiego",1409,dwutlenek siarki
208,"Toruń, ul. Przy Kaszowniku",1414,benzen
208,"Toruń, ul. Przy Kaszowniku",1416,tlenek węgla
208,"Toruń, ul. Przy Kaszowniku",1421,dwutlenek azotu
208,"Toruń, ul. Przy Kaszowniku",1426,pył zawieszony PM10
208,"Toruń, ul. Przy Kaszowniku",21163,pył zawieszony PM2.5
225,"Włocławek, ul. Okrzei",1534,tlenek węgla
225,"Włocławek, ul. Okrzei",1539,dwutlenek azotu
225,"Włocławek, ul. Okrzei",1544,pył zawieszony PM10
225,"Włocławek, ul. Okrzei",19698,pył zawieszony PM2.5
225,"Włocławek, ul. Okrzei",18023,benzen
9791,"Włocławek, ul. Kaliska",15988,ozon
9791,"Włocławek, ul. Kaliska",20302,pył zawieszony PM10
9791,"Włocławek, ul. Kaliska",15982,dwutlenek azotu
9791,"Włocławek, ul. Kaliska",21264,dwutlenek siarki
142,"Grudziądz, ul. Piłsudskiego",806,tlenek węgla
142,"Grudziądz, ul. Piłsudskiego",809,dwutlenek azotu
142,"Grudziądz, ul. Piłsudskiego",812,pył zawieszony PM10
143,"Inowrocław, ul. Solankowa",828,pył zawieszony PM10
164,"Ciechocinek, ul. Tężniowa",1061,dwutlenek azotu
164,"Ciechocinek, ul. Tężniowa",1063,ozon
190,"Koniczynka, Pojezierze Chełmińskie",1283,dwutlenek azotu
190,"Koniczynka, Pojezierze Chełmińskie",1285,ozon
232,"Zielonka, Bory Tucholskie",1600,benzen
232,"Zielonka, Bory Tucholskie",1607,tlenek węgla
232,"Zielonka, Bory Tucholskie",1635,dwutlenek azotu
232,"Zielonka, Bory Tucholskie",1640,ozon
232,"Zielonka, Bory Tucholskie",1650,dwutlenek siarki
966,"Koszalin, ul. Armii Krajowej",6236,dwutlenek azotu
966,"Koszalin, ul. Armii Krajowej",6238,pył zawieszony PM10
966,"Koszalin, ul. Armii Krajowej",20586,tlenek węgla
966,"Koszalin, ul. Armii Krajowej",20587,benzen
11336,"Koszalin, ul. Chopina",20380,ozon
11336,"Koszalin, ul. Chopina",26305,dwutlenek siarki
11336,"Koszalin, ul. Chopina",20565,dwutlenek azotu
961,Widuchowa,6212,dwutlenek azotu
961,Widuchowa,6214,ozon
961,Widuchowa,6218,dwutlenek siarki
983,"Szczecinek, ul. Przemysłowa",6320,dwutlenek azotu
983,"Szczecinek, ul. Przemysłowa",6322,pył zawieszony PM10
983,"Szczecinek, ul. Przemysłowa",6324,dwutlenek siarki
983,"Szczecinek, ul. Przemysłowa",21352,tlenek węgla
983,"Szczecinek, ul. Przemysłowa",20612,benzen
10934,"Kołobrzeg, ul. Żółkiewskiego",29522,pył zawieszony PM2.5
10934,"Kołobrzeg, ul. Żółkiewskiego",29523,pył zawieszony PM10
17158,"Dąbki, ul. Sztormowa",28474,dwutlenek azotu
17158,"Dąbki, ul. Sztormowa",28476,pył zawieszony PM2.5
17158,"Dąbki, ul. Sztormowa",28477,pył zawieszony PM10
